"tag:id","tag:name","period","bill:number","bill:eu"
"1114","hranice",4,611,0
"2464","obranná politika",4,611,0
"581","územní suverenita",4,611,0
"5860","Èeská republika",4,612,0
"4411","Èeskoslovensko",4,612,0
"2034","státní obèanství",4,612,0
"2036","udìlení obèanství",4,612,0
"6723","Eurojust",4,615,1
"3273","odmìòování za práci",4,615,1
"3540","pracovník v zahranièí",4,615,1
"5550","spolupráce v oblasti justice",4,615,1
"1026","stanovení mzdy",4,615,1
"1938","státní zástupce",4,615,1
"4654","motorové vozidlo",4,622,0
"2325","øidièskı prùkaz",4,622,0
"3878","trestní sankce",4,622,0
"3953","odnìtí svobody",4,625,0
"3878","trestní sankce",4,625,0
"4503","pøevod vlastnictví",4,626,0
"2812","veøejnı majetek",4,626,0
"2442","zemìdìlská politika",4,626,0
"1672","zrušení spoleènosti",4,626,0
"1500","Irák",4,627,0
"2278","kulturní dìdictví",4,627,0
"4877","kulturní majetek",4,627,0
"2840","ochrana kulturního dìdictví",4,627,0
"4818","ceník",4,629,1
"57","daòové orgány",4,629,1
"1083","reijní náklady",4,629,1
"77","veøejná správa",4,629,1
"1083","reijní náklady",4,630,0
"77","veøejná správa",4,630,0
"1690","byt",4,631,0
"3659","pøíjem",4,631,0
"3684","pøíjem domácnosti",4,631,0
"4598","pronájem",4,631,0
"1687","pronájem nemovitosti",4,631,0
"2605","sociální dávky",4,631,0
"3940","trvalı pobyt",4,631,0
"3380","úprava nájmù",4,631,0
"2832","ochrana komunikací",4,632,0
"2828","ochrana soukromí",4,632,0
"3943","trestnı èin proti osobám",4,632,0
"1324","daò z pøevodu vlastnictví",4,634,0
"3934","dìdictví",4,634,0
"3926","obèanskoprávní odpovìdnost",4,634,0
"4503","pøevod vlastnictví",4,634,0
"3927","závazková odpovìdnost",4,634,0
"2814","zemìdìlská nemovitost",4,634,0
"960","konkurz",4,635,0
"1674","nucená správa",4,635,0
"539","soutìní právo",4,635,0
"3122","vyrovnání s vìøiteli",4,635,0
"2236","aplikace zákona",4,636,0
"92","dùvìrná informace",4,636,0
"2832","ochrana komunikací",4,636,0
"453","zpøístupòování informací",4,636,0
"5018","alkoholickı nápoj",4,637,0
"1143","chemickı alkohol",4,637,0
"2836","ochrana spotøebitele",4,637,0
"5573","oznaèení vırobku",4,637,0
"1095","zkrácení danì",4,637,0
"893","znaèení zboí nálepkami",4,637,0
"701","parlamentní volby",4,638,0
"363","rozdìlení na volební kraje",4,638,0
"2063","hladina hluku",4,639,1
"5048","hluk",4,639,1
"2526","hluková zátì",4,639,1
"2824","ochrana proti hluku",4,639,1
"3844","prostøedky zdravotnické techniky",4,640,0
"5899","zdravotní péèe",4,640,0
"814","ivnost",4,640,0
"3783","elektrárenskı prùmysl",4,641,1
"2498","energetická politika",4,641,1
"3737","energetickı prùmysl",4,641,1
"6921","plynárenskı prùmysl",4,641,1
"835","podpora podnikání",4,641,1
"3165","regulace trhu",4,641,1
"77","veøejná správa",4,641,1
"308","energetická krize",4,642,1
"1160","hospodaøení se zdroji",4,642,1
"2366","ropa",4,642,1
"3733","ropná politika",4,642,1
"6701","strategická rezerva",4,642,1
"2312","zásobování energií",4,642,1
"4280","zásoby",4,642,1
"523","obèanské právo",4,643,0
"5954","odvolání",4,643,0
"1548","soud vyšší instance",4,643,0
"2940","aloba na zrušení",4,643,0
"849","elektronická zaøízení",4,644,0
"1373","hromadné stravování",4,644,0
"5","maloobchod",4,644,0
"2911","pøíjem - platba",4,644,0
"1333","úèetní poloka",4,644,0
"54","úèetnictví",4,644,0
"1310","daò",4,645,1
"1021","daòová soustava",4,645,1
"57","daòové orgány",4,645,1
"189","finanèní kontrola",4,645,1
"216","mezinárodní spolupráce",4,645,1
"5559","pohledávka",4,645,1
"6029","vybírání daní",4,645,1
"924","vyhıbání se daním",4,645,1
"1095","zkrácení danì",4,645,1
"1151","geologie",4,646,1
"2868","odborná kvalifikace",4,646,1
"6921","plynárenskı prùmysl",4,646,1
"5811","princip vzájemného uznávání",4,646,1
"2821","prùzkum nerostnıch surovin",4,646,1
"3765","tìba ropy",4,646,1
"1411","tìební prùmysl",4,646,1
"2470","ekologická politika",4,647,1
"632","ekologie",4,647,1
"2869","kvalita ivotního prostøedí",4,647,1
"513","právo na informace",4,647,1
"453","zpøístupòování informací",4,647,1
"1181","bezplatná zdravotní péèe",4,648,1
"4821","databáze",4,648,1
"4359","informaèní systém",4,648,1
"34","pojišovna",4,648,1
"6564","všeobecné zdravotní pojištìní",4,648,1
"3512","zdravotní pojištìní",4,648,1
"4151","univerzita",4,649,0
"796","veøejné školství",4,649,0
"800","vysokoškolské vzdìlání",4,649,0
"3908","antidiskriminaèní politika",4,650,0
"1818","manelství",4,650,0
"688","rovné zacházení",4,650,0
"1942","sexuální menšina",4,650,0
"758","dítì",4,658,0
"630","mateøská škola",4,658,0
"6924","otcovská dovolená",4,658,0
"679","pøedškolní vıchova",4,658,0
"965","rodina",4,658,0
"4050","sociální zabezpeèení",4,658,0
"2628","armáda",4,661,0
"2464","obranná politika",4,661,0
"4182","pravomoc instituce",4,661,0
"4140","tajná sluba",4,661,0
"4045","veøejná bezpeènost",4,661,0
"2628","armáda",4,662,0
"2464","obranná politika",4,662,0
"4140","tajná sluba",4,662,0
"4045","veøejná bezpeènost",4,662,0
"4503","pøevod vlastnictví",4,663,0
"2490","pøíjmová politika",4,663,0
"2812","veøejnı majetek",4,663,0
"1690","byt",4,664,0
"556","bytové právo",4,664,0
"5553","drustevní dùm",4,664,0
"5317","osobní vlastnictví",4,664,0
"234","spoluvlastnictví",4,664,0
"2628","armáda",4,669,0
"4179","èinnost základních institucí",4,669,0
"2464","obranná politika",4,669,0
"4182","pravomoc instituce",4,669,0
"4140","tajná sluba",4,669,0
"4045","veøejná bezpeènost",4,669,0
"5851","jednací øád parlamentu",4,670,0
"5829","veøejnost zasedání",4,670,0
"15","vyšetøovací komise",4,670,0
"27","obec",4,671,0
"4503","pøevod vlastnictví",4,671,0
"4156","ubytování vojsk",4,671,0
"4411","Èeskoslovensko",4,672,0
"499","náhrada škody",4,672,0
"4695","obì",4,672,0
"1339","odškodnìní",4,672,0
"2183","Organizace Varšavské smlouvy",4,672,0
"3493","vojenská okupace",4,672,0
"1919","domácí zvíøe",4,673,0
"1929","chov zvíøat",4,673,0
"3926","obèanskoprávní odpovìdnost",4,673,0
"5496","obèanskı zákoník",4,673,0
"3497","odpovìdnost",4,673,0
"497","škoda",4,673,0
"3513","trestní odpovìdnost",4,673,0
"1919","domácí zvíøe",4,674,0
"1929","chov zvíøat",4,674,0
"3342","seznam",4,674,0
"117","adopce dítìte",4,677,0
"3302","adoptované dítì",4,677,0
"4209","péèe o postiené osoby",4,677,0
"2604","rodinné pøídavky",4,677,0
"4050","sociální zabezpeèení",4,677,0
"2355","finanèní ztráta",4,678,0
"4463","pøevoditelnı cennı papír",4,678,0
"3263","umoøování",4,678,0
"2246","èlen parlamentu",4,679,0
"4120","finanèní pøíjem èlenù parlamentu",4,679,0
"3843","mzda",4,679,0
"3273","odmìòování za práci",4,679,0
"2461","politika úspornıch opatøení",4,679,0
"2619","prémie",4,679,0
"1735","soudce a státní zástupce",4,679,0
"38","ústøední orgány státní správy",4,679,0
"2246","èlen parlamentu",4,680,0
"4120","finanèní pøíjem èlenù parlamentu",4,680,0
"3843","mzda",4,680,0
"3273","odmìòování za práci",4,680,0
"2461","politika úspornıch opatøení",4,680,0
"2619","prémie",4,680,0
"1735","soudce a státní zástupce",4,680,0
"38","ústøední orgány státní správy",4,680,0
"4345","dálnice",4,681,0
"4838","EIB",4,681,0
"153","silnièní stavby",4,681,0
"2607","úvìry EIB",4,681,0
"2628","armáda",4,682,0
"3445","dobrovolná vojenská sluba",4,682,0
"541","váleèné právo",4,682,0
"5724","vojenské cvièení",4,682,0
"5610","vojenskı vıcvik",4,682,0
"4127","základní vojenská sluba",4,682,0
"3440","zálohy",4,682,0
"2628","armáda",4,683,0
"4106","civilní sluba",4,683,0
"3445","dobrovolná vojenská sluba",4,683,0
"541","váleèné právo",4,683,0
"5724","vojenské cvièení",4,683,0
"5610","vojenskı vıcvik",4,683,0
"4127","základní vojenská sluba",4,683,0
"3440","zálohy",4,683,0
"4106","civilní sluba",4,684,0
"6621","derogace",4,684,0
"4127","základní vojenská sluba",4,684,0
"4039","bezpeènost pøi práci",4,685,0
"1443","pracovní inspekce",4,685,0
"6081","sociální klauzule",4,685,0
"2082","zákonné pracovní podmínky",4,685,0
"4039","bezpeènost pøi práci",4,686,0
"1443","pracovní inspekce",4,686,0
"6081","sociální klauzule",4,686,0
"2082","zákonné pracovní podmínky",4,686,0
"2035","sídlo právnické osoby",4,687,1
"532","svoboda usazování",4,687,1
"800","vysokoškolské vzdìlání",4,687,1
"2794","vzdìlávací program",4,687,1
"819","zahranièní podnik",4,687,1
"1309","dovoz",4,688,1
"1644","dovozní povolení",4,688,1
"2381","drahokamy",4,688,1
"3614","tranzit",4,688,1
"946","vıvoz",4,688,1
"1642","vıvozní povolení",4,688,1
"1640","patentová licence",4,689,1
"2602","poskytování slueb",4,689,1
"4133","poštovní sluba",4,689,1
"2897","pøibliování legislativy",4,689,1
"6369","sluba ve veøejném zájmu",4,689,1
"2566","spoje",4,689,1
"4060","Evropská unie",4,690,1
"5127","komunitární právo - národní právo",4,690,1
"3526","obèan Spoleèenství",4,690,1
"3064","pohranièní oblast",4,690,1
"3969","právní pomoc",4,690,1
"525","právo Evropské unie",4,690,1
"3112","øešení sporù",4,690,1
"217","soudní spolupráce",4,690,1
"5550","spolupráce v oblasti justice",4,690,1
"5389","akcionáø",4,691,1
"4202","evropská spoleènost",4,691,1
"820","evropskı podnik",4,691,1
"2831","ochrana akcionáøù",4,691,1
"1156","podnikové vedení",4,691,1
"3854","zamìstnanec",4,691,1
"4202","evropská spoleènost",4,692,1
"5130","evropská veøejná sluba",4,692,1
"820","evropskı podnik",4,692,1
"1048","evropskı úøedník",4,692,1
"3854","zamìstnanec",4,692,1
"5251","zamìstnanec ES",4,692,1
"6411","elektronickı odpad",4,693,1
"1158","nakládání s odpadem",4,693,1
"343","odpad",4,693,1
"2897","pøibliování legislativy",4,693,1
"3461","mezinárodní dohoda",4,707,0
"513","právo na informace",4,707,0
"492","úøední dokument",4,707,0
"3032","Úøední vìstník Evropské unie",4,707,0
"4626","uivatel informací",4,707,0
"77","veøejná správa",4,707,0
"453","zpøístupòování informací",4,707,0
"3342","seznam",4,708,0
"1482","tlumoèení",4,708,0
"1432","trestnı èin",4,708,0
"5633","znaleckı posudek",4,708,0
"117","adopce dítìte",4,709,0
"103","mateøská dovolená",4,709,0
"6924","otcovská dovolená",4,709,0
"2604","rodinné pøídavky",4,709,0
"6022","zákoník práce",4,709,0
"2496","bytová politika",4,714,0
"3152","cenová regulace",4,714,0
"4598","pronájem",4,714,0
"1687","pronájem nemovitosti",4,714,0
"3914","akademické svobody",4,715,0
"269","náklady na vzdìlávání",4,715,0
"1081","školné",4,715,0
"800","vysokoškolské vzdìlání",4,715,0
"2794","vzdìlávací program",4,715,0
"1312","daò z pøíjmu fyzickıch osob",4,718,1
"365","daòová úleva",4,718,1
"758","dítì",4,718,1
"2335","manelé",4,718,1
"1673","odpis",4,718,1
"965","rodina",4,718,1
"3347","boj proti zloèinnosti",4,720,0
"6739","chuligánství",4,720,0
"4245","sport",4,720,0
"3944","trestnı èin proti majetku",4,720,0
"3943","trestnı èin proti osobám",4,720,0
"6743","vandalismus",4,720,0
"194","kolektivní smlouva",4,721,0
"2046","kolektivní vyjednávání",4,721,0
"2468","politika zamìstnanosti",4,721,0
"3209","pracovní vztahy",4,721,0
"952","dùlní dobıvání",4,722,0
"1160","hospodaøení se zdroji",4,722,0
"3546","nerostné zdroje",4,722,0
"27","obec",4,722,0
"2490","pøíjmová politika",4,722,0
"3549","pøírodní zdroje",4,722,0
"3351","mentálnì postienı èlovìk",4,725,0
"2701","soudní øízení",4,725,0
"1457","soudní vyšetøování",4,725,0
"5110","zpùsobilost k právním úkonùm",4,725,0
"3622","malá a støední prùmyslová odvìtví",4,728,0
"835","podpora podnikání",4,728,0
"889","státní podpora",4,728,0
"117","adopce dítìte",4,730,0
"6618","nevyøízené soudní spory",4,730,0
"2699","obèanskoprávní øízení",4,730,0
"2701","soudní øízení",4,730,0
"2628","armáda",4,735,0
"2440","policie",4,735,0
"1869","váleènı veterán",4,735,0
"1210","válka",4,735,0
"3329","vyznamenání",4,735,0
"170","daòovı poplatník",4,737,0
"2230","parafiskalita",4,737,0
"2883","rozhlasové vysílání",4,737,0
"4136","veøejná sluba",4,737,0
"3751","dùchodové pojištìní",4,740,0
"922","finanèní pomoc",4,740,0
"419","obèanská neposlušnost",4,740,0
"1339","odškodnìní",4,740,0
"2987","herbicidy",4,741,1
"5227","insekticidy",4,741,1
"6268","kontrola dovozu",4,741,1
"5542","kontrola vıvozu",4,741,1
"1641","obchodní licence",4,741,1
"2985","pøípravky ochrany rostlin",4,741,1
"3513","trestní odpovìdnost",4,744,1
"573","trestní právo",4,744,1
"3878","trestní sankce",4,744,1
"5497","trestní zákoník",4,744,1
"1432","trestnı èin",4,744,1
"6023","zákoník",4,744,1
"2337","právnická osoba",4,745,1
"3513","trestní odpovìdnost",4,745,1
"3878","trestní sankce",4,745,1
"1546","soud pro mladistvé",4,746,0
"2701","soudní øízení",4,746,0
"5271","trestní rejstøík",4,746,0
"2704","trestní øízení",4,746,0
"3973","vazba",4,746,0
"3954","vìzeòské právo",4,746,0
"4585","daò z pøidané hodnoty",4,747,0
"1326","daò z pøíjmù",4,747,0
"1317","místní daò",4,747,0
"7383","obecní rozpoèet",4,747,0
"7384","rozpoèet kraje",4,747,0
"4272","územní samospráva",4,747,0
"2454","komunitární politika zamìstnanosti",4,749,1
"2868","odborná kvalifikace",4,749,1
"1638","svoboda poskytovat sluby",4,749,1
"2932","uznání diplomu",4,749,1
"6099","uznání dokladù o odborné kvalifikaci",4,749,1
"5178","uznání studia",4,749,1
"1634","volnı pohyb pracovníkù",4,749,1
"5542","kontrola vıvozu",4,750,1
"6923","mezinárodní obchodní právo",4,750,1
"3636","nová technologie",4,750,1
"9","zahranièní obchod",4,750,1
"2647","zbranì",4,750,1
"584","lidská práva",4,751,0
"1860","ombudsman",4,751,0
"1588","zákonnost",4,751,0
"3594","lékaø",4,752,0
"3596","lékárník",4,752,0
"2161","profesní komora",4,752,0
"3593","zubní lékaø",4,752,0
"7351","daòová asignace",4,754,0
"1267","minerální olej",4,754,0
"1015","spotøební daò",4,754,0
"2709","zemìdìlská vıroba",4,754,0
"365","daòová úleva",4,755,0
"766","investièní podpora",4,755,0
"295","investièní úvìr",4,755,0
"2805","podpora investic",4,755,0
"723","podpora zamìstnanosti",4,755,0
"2483","podpùrná politika",4,755,0
"976","regionální pomoc",4,755,0
"2904","rekvalifikace",4,755,0
"2230","parafiskalita",4,756,0
"2883","rozhlasové vysílání",4,756,0
"4432","televize",4,756,0
"878","veøejná instituce",4,756,0
"4136","veøejná sluba",4,756,0
"5754","ekologická norma",4,758,0
"2498","energetická politika",4,758,0
"1160","hospodaøení se zdroji",4,758,0
"5573","oznaèení vırobku",4,758,0
"3549","pøírodní zdroje",4,758,0
"642","úspora energie",4,758,0
"5503","vytápìní",4,758,0
"3051","horskı region",4,759,0
"612","odpadní voda",4,759,0
"6398","ochrana vod",4,759,0
"609","spodní voda",4,759,0
"3879","stavebnictví",4,759,0
"597","voda",4,759,0
"3535","vodní zdroje",4,759,0
"2530","zneèišování vody",4,759,0
"5855","dìlba pravomocí",4,764,0
"5079","katastr nemovitostí",4,764,0
"5120","regionální orgány státní správy",4,764,0
"2812","veøejnı majetek",4,764,0
"3929","vlastnictví",4,764,0
"873","vıchovnì vzdìlávací zaøízení",4,764,0
"5853","vztah mezi státem a regionem",4,764,0
"2488","dovozní politika",4,766,0
"1644","dovozní povolení",4,766,0
"6268","kontrola dovozu",4,766,0
"7","obchod se zbranìmi",4,766,0
"2897","pøibliování legislativy",4,766,0
"1801","trh zboí",4,766,0
"1642","vıvozní povolení",4,766,0
"9","zahranièní obchod",4,766,0
"3797","biotechnologie",4,767,0
"4111","genetické inenırství",4,767,0
"5768","geneticky modifikovanı organismus",4,767,0
"5573","oznaèení vırobku",4,767,0
"4074","pøedcházení ekologickım rizikùm",4,767,0
"1233","prùmyslovì vyrábìná krmiva",4,767,0
"3730","zdravotní riziko",4,767,0
"1258","zpracované potraviny",4,767,0
"6894","e-government",4,768,1
"4359","informaèní systém",4,768,1
"1426","informatika a prùmysl zpracování dat",4,768,1
"4361","komunikaèní systém",4,768,1
"6369","sluba ve veøejném zájmu",4,768,1
"4424","telekomunikace",4,768,1
"4430","telematika",4,768,1
"77","veøejná správa",4,768,1
"453","zpøístupòování informací",4,768,1
"3843","mzda",4,776,0
"3273","odmìòování za práci",4,776,0
"2440","policie",4,776,0
"3252","bankovní poplatek",4,778,0
"1326","daò z pøíjmù",4,778,0
"5090","hypoteèní banka",4,778,0
"298","hypotekární úvìr",4,778,0
"889","státní podpora",4,778,0
"775","stavební vıpomoc",4,778,0
"285","úvìr",4,778,0
"5794","ekologická politika Spoleèenství",4,781,1
"5782","obchodovatelné emisní povolení",4,781,1
"2825","ochrana ivotního prostøedí",4,781,1
"4074","pøedcházení ekologickım rizikùm",4,781,1
"3164","prùmyslové zneèišování",4,781,1
"5650","skleníkovı plyn",4,781,1
"6400","sniování plynnıch emisí",4,781,1
"2522","zneèišující pøímìsi v atmosféøe",4,781,1
"728","emise cennıch papírù",4,782,0
"4463","pøevoditelnı cennı papír",4,782,0
"1300","sniování dluhu",4,782,0
"424","státní dluh",4,782,0
"3971","soudní dokazování",4,783,0
"2704","trestní øízení",4,783,0
"4045","veøejná bezpeènost",4,783,0
"4434","vıslech svìdka",4,783,0
"4209","péèe o postiené osoby",4,786,0
"1004","sociální pomoc",4,786,0
"250","sociální pøíspìvek",4,786,0
"4050","sociální zabezpeèení",4,786,0
"5390","vyivovaná osoba",4,786,0
"3516","opìtovné zapojení do pracovního procesu",4,787,0
"723","podpora zamìstnanosti",4,787,0
"2605","sociální dávky",4,787,0
"2517","sociální politika",4,787,0
"4086","ivotní minimum",4,787,0
"1373","hromadné stravování",4,793,0
"68","místní orgány státní správy",4,793,0
"27","obec",4,793,0
"3924","právní pøedpisy místní správy",4,793,0
"6034","správní celek",4,793,0
"2162","veøejnı poøádek",4,793,0
"2813","nemovitost",4,794,0
"2815","nemovitı majetek",4,794,0
"4503","pøevod vlastnictví",4,794,0
"3929","vlastnictví",4,794,0
"4666","maloobchodní prodej",4,800,0
"5666","otevírací doba",4,800,0
"592","pracovní doba",4,800,0
"1321","daò ze spotøeby",4,801,1
"2504","fiskální politika",4,801,1
"1015","spotøební daò",4,801,1
"1395","tabákovı prùmysl",4,801,1
"5560","organizovanı zloèin",4,802,0
"2701","soudní øízení",4,802,0
"2704","trestní øízení",4,802,0
"5417","trestní stíhání",4,802,0
"4434","vıslech svìdka",4,802,0
"2605","sociální dávky",4,806,0
"250","sociální pøíspìvek",4,806,0
"4050","sociální zabezpeèení",4,806,0
"3664","vedlejší pøíjmy",4,806,0
"2832","ochrana komunikací",4,808,0
"190","parlamentní kontrola",4,808,0
"2440","policie",4,808,0
"773","poøizování dat",4,808,0
"7190","sloení parlamentního vıboru",4,808,0
"4431","telefon",4,808,0
"15","vyšetøovací komise",4,808,0
"2815","nemovitı majetek",4,809,0
"982","pacht",4,809,0
"6311","pozemková politika",4,809,0
"4446","pùda ve vlastnictví státu",4,809,0
"3009","systém vlastnictví pùdy",4,809,0
"2812","veøejnı majetek",4,809,0
"876","nemocnièní zaøízení",4,810,0
"4204","nezisková organizace",4,810,0
"3031","region",4,810,0
"3630","státní pojištìní",4,810,0
"878","veøejná instituce",4,810,0
"3885","zdraví veøejnosti",4,810,0
"5899","zdravotní péèe",4,810,0
"2479","zdravotní politika",4,810,0
"5230","hlavní mìsto",4,811,0
"276","náklady skladování",4,811,0
"5496","obèanskı zákoník",4,811,0
"27","obec",4,811,0
"5317","osobní vlastnictví",4,811,0
"4087","osobní zbraò",4,811,0
"4291","skladování",4,811,0
"4289","veøejnı sklad",4,811,0
"5230","hlavní mìsto",4,812,0
"3204","inzerování zboí",4,812,0
"2862","propagace",4,812,0
"2496","bytová politika",4,816,1
"5553","drustevní dùm",4,816,1
"5154","financování z veøejnıch prostøedkù",4,816,1
"298","hypotekární úvìr",4,816,1
"2337","právnická osoba",4,816,1
"1687","pronájem nemovitosti",4,816,1
"2475","stavební politika",4,816,1
"775","stavební vıpomoc",4,816,1
"4657","kolejové vozidlo",4,819,0
"786","podpora modernizace",4,819,0
"1130","záruka úvìru",4,819,0
"4514","eleznièní doprava",4,819,0
"4503","pøevod vlastnictví",4,820,0
"3031","region",4,820,0
"5120","regionální orgány státní správy",4,820,0
"796","veøejné školství",4,820,0
"2812","veøejnı majetek",4,820,0
"5853","vztah mezi státem a regionem",4,820,0
"5597","azylové právo",4,821,1
"4003","cizí státní obèan",4,821,1
"185","kontrola migrací",4,821,1
"2509","migraèní politika",4,821,1
"1940","nezletilost",4,821,1
"3075","pomoc uprchlíkùm",4,821,1
"4004","povolení k pobytu",4,821,1
"2062","ivotní úroveò",4,821,1
"758","dítì",4,822,0
"2833","ochrana práv a svobod",4,822,0
"778","školství",4,822,0
"682","speciální vzdìlávání",4,822,0
"2099","vyivovací povinnost",4,822,0
"375","zloèinnost mládee",4,822,0
"5603","zvláštní vıchovná péèe",4,822,0
"3156","celní právo",4,823,0
"3262","daòová kontrola",4,823,0
"57","daòové orgány",4,823,0
"1452","finanèní instituce",4,823,0
"189","finanèní kontrola",4,823,0
"2504","fiskální politika",4,823,0
"2877","dekontaminace",4,824,1
"2744","kosmetickı pøípravek",4,824,1
"1284","lidská vıiva",4,824,1
"2830","ochrana zvíøat",4,824,1
"607","pitná voda",4,824,1
"1854","prevence nemocí",4,824,1
"476","rozvod vody",4,824,1
"3371","veøejná hygiena",4,824,1
"597","voda",4,824,1
"3885","zdraví veøejnosti",4,824,1
"2479","zdravotní politika",4,824,1
"2736","zpracovanı potravináøskı vırobek",4,824,1
"1309","dovoz",4,825,0
"1704","mazivo",4,825,0
"4509","nákladní doprava",4,825,0
"5573","oznaèení vırobku",4,825,0
"6043","palivo",4,825,0
"1095","zkrácení danì",4,825,0
"3613","profesionální sport",4,826,0
"4245","sport",4,826,0
"5766","sportovní organizace",4,826,0
"6557","domácí násilí",4,828,0
"6900","exekuèní vystìhování",4,828,0
"5428","fyzické násilí",4,828,0
"1818","manelství",4,828,0
"3943","trestnı èin proti osobám",4,828,0
"930","vıkon rozhodnutí",4,828,0
"758","dítì",4,829,0
"5850","evidence obyvatelstva",4,829,0
"2843","ochrana matky a dítìte",4,829,0
"3940","trvalı pobyt",4,829,0
"4047","bezpeènost silnièního provozu",4,833,1
"468","bezpeènostní zaøízení",4,833,1
"2326","evropskı øidièskı prùkaz",4,833,1
"2440","policie",4,833,1
"4539","pozemní doprava",4,833,1
"6020","pravidla silnièního provozu",4,833,1
"2325","øidièskı prùkaz",4,833,1
"3438","silnièní sí",4,833,1
"7365","správní delikt",4,833,1
"3251","bankovní dohled",4,835,1
"1452","finanèní instituce",4,835,1
"189","finanèní kontrola",4,835,1
"6618","nevyøízené soudní spory",4,836,0
"2701","soudní øízení",4,836,0
"1938","státní zástupce",4,836,0
"2704","trestní øízení",4,836,0
"3878","trestní sankce",4,836,0
"6894","e-government",4,837,0
"6370","elektronickı podpis",4,837,0
"5196","informaèní legislativa",4,837,0
"2472","informaèní politika",4,837,0
"4359","informaèní systém",4,837,0
"2076","normalizace",4,837,0
"5181","ochrana dat",4,837,0
"38","ústøední orgány státní správy",4,837,0
"77","veøejná správa",4,837,0
"616","vımìna informací",4,837,0
"453","zpøístupòování informací",4,837,0
"1919","domácí zvíøe",4,838,0
"1017","finance místních úøadù",4,838,0
"1929","chov zvíøat",4,838,0
"1317","místní daò",4,838,0
"2246","èlen parlamentu",4,839,0
"5805","hlava státu",4,839,0
"1939","ministr",4,839,0
"3843","mzda",4,839,0
"1735","soudce a státní zástupce",4,839,0
"1026","stanovení mzdy",4,839,0
"1047","státní úøedník",4,839,0
"2236","aplikace zákona",4,845,0
"4411","Èeskoslovensko",4,845,0
"505","dvojí státní pøíslušnost",4,845,0
"2034","státní obèanství",4,845,0
"2036","udìlení obèanství",4,845,0
"5886","agrární sektor",4,846,0
"1261","chmel",4,846,0
"2462","intervenèní politika",4,846,0
"2216","platba",4,846,0
"2443","spoleèná zemìdìlská politika",4,846,0
"4708","vinice",4,846,0
"2709","zemìdìlská vıroba",4,846,0
"656","zemìdìlsko-potravináøskı sektor",4,846,0
"937","zemìdìlskı podnik",4,846,0
"2246","èlen parlamentu",4,849,0
"4120","finanèní pøíjem èlenù parlamentu",4,849,0
"4505","letecká doprava",4,849,0
"3680","náhrada vıloh sekretariátu",4,849,0
"2248","poslanec EP",4,849,0
"1344","poslanecká dieta",4,849,0
"1735","soudce a státní zástupce",4,849,0
"1046","veøejná funkce",4,849,0
"3518","boj proti nezamìstnanosti",4,850,0
"1529","mladı pracovník",4,850,0
"5978","nezamìstnanost mladıch",4,850,0
"723","podpora zamìstnanosti",4,850,0
"3262","daòová kontrola",4,851,1
"3261","daòová úmluva",4,851,1
"6342","evropská daòová spolupráce",4,851,1
"1234","harmonizace daní",4,851,1
"562","mezinárodní daòové právo",4,851,1
"1313","pøímá daò",4,851,1
"1015","spotøební daò",4,851,1
"487","audiovizuální dokument",4,854,0
"5185","audiovizuální koprodukce",4,854,0
"5191","audiovizuální politika",4,854,0
"529","autorské právo",4,854,0
"5860","Èeská republika",4,854,0
"1363","filmovı prùmysl",4,854,0
"1780","kulturní akce",4,854,0
"2230","parafiskalita",4,854,0
"487","audiovizuální dokument",4,855,0
"5192","audiovizuální pirátství",4,855,0
"5191","audiovizuální politika",4,855,0
"5187","audiovizuální produkce",4,855,0
"2478","politika vızkumu",4,857,0
"2924","vìdeckı vızkum",4,857,0
"878","veøejná instituce",4,857,0
"3660","vızkumnı ústav",4,857,0
"150","zaloení spoleènosti",4,857,0
"2478","politika vızkumu",4,858,0
"2924","vìdeckı vızkum",4,858,0
"878","veøejná instituce",4,858,0
"3660","vızkumnı ústav",4,858,0
"150","zaloení spoleènosti",4,858,0
"728","emise cennıch papírù",4,859,0
"1012","financování rozpoètu",4,859,0
"368","rozpoètovı schodek",4,859,0
"5052","státní rozpoèet",4,859,0
"3967","atmosféra",4,862,1
"5794","ekologická politika Spoleèenství",4,862,1
"5682","ekonomické nástroje ivotního prostøedí",4,862,1
"2527","zneèišování atmosféry",4,862,1
"2522","zneèišující pøímìsi v atmosféøe",4,862,1
"4101","církev",4,863,0
"3331","dobroèinná organizace",4,863,0
"1454","instituce náboenství",4,863,0
"2337","právnická osoba",4,863,0
"1628","svoboda vyznání",4,863,0
"3221","vztah mezi církví a státem",4,863,0
"3843","mzda",4,864,0
"3273","odmìòování za práci",4,864,0
"2637","profesionální armáda",4,864,0
"5786","vojenskı personál",4,864,0
"280","pøístup ke vzdìlání",4,865,0
"799","støední vzdìlání",4,865,0
"4072","vıbìr ákù",4,865,0
"3908","antidiskriminaèní politika",4,866,1
"688","rovné zacházení",4,866,1
"3908","antidiskriminaèní politika",4,867,1
"688","rovné zacházení",4,867,1
"5851","jednací øád parlamentu",4,869,0
"5052","státní rozpoèet",4,869,0
"4261","automobil",4,871,1
"4891","biologická rozloitelnost",4,871,1
"5294","kovovı odpad",4,871,1
"1158","nakládání s odpadem",4,871,1
"3198","pouité zboí",4,871,1
"4606","obchodní pronájem",4,875,0
"1687","pronájem nemovitosti",4,875,0
"5850","evidence obyvatelstva",4,876,0
"68","místní orgány státní správy",4,876,0
